,0,1
3197,接口,3
3198,控制台,3
3199,毫不犹豫,3
3200,规模,3
3201,塑料袋,3
3202,引爆,3
3203,取信,3
3204,浓烟,3
3205,放射性,3
3206,第一批,3
3207,八个,3
3208,回电,3
3209,侵略者,3
3210,毁掉,3
3211,最小,3
3212,扳手,3
3213,崖壁,3
3214,以往,3
3215,付出,3
3216,腹中,3
3217,长大,3
3218,农民,3
3219,村里,3
3220,婴儿,3
3221,屯子,3
3222,屯里,3
3223,记不清,3
3224,还给,3
3225,外出,3
3226,大风,3
3227,掉下来,3
3228,其余部分,3
3229,那面,3
3230,高干,3
3231,高等,3
3232,课题组,3
3233,说法,3
3234,简陋,3
3235,修剪,3
3236,油轮,3
3237,十分困难,3
3238,平等,3
3239,批准,3
3240,树木,3
3241,斧子,3
3242,古代,3
3243,圆形,3
3244,船上,3
3245,首批,3
3246,异性,3
3247,蔓延,3
3248,幸存派,3
3249,采取行动,3
3250,丢失,3
3251,不太可能,3
3252,实体,3
3253,送来,3
3254,途中,3
3255,一个点,3
3256,吸附,3
3257,徐徐,3
3258,常伟恩,3
3259,夺取,3
3260,行驶,3
3261,之内,3
3262,封闭,3
3263,次声波,3
3264,丝状,3
3265,船只,3
3266,水下,3
3267,拉丝,3
3268,五十,3
3269,钢丝,3
3270,河面,3
3271,陆地,3
3272,扭曲,3
3273,残骸,3
3274,田野,3
3275,电磁波,3
3276,光时,3
3277,四百五十万,3
3278,染色,3
3279,科学技术,3
3280,九维,3
3281,发电站,3
3282,散热片,3
3283,复杂程度,3
3284,巨球,3
3285,边界,3
3286,下次,3
3287,投影,3
3288,零维,3
3289,巨膜,3
3290,感知,3
3291,四号,3
3292,原子核,3
3293,有趣,3
3294,多线程,3
3295,连载,2
3296,无奈,2
3297,林云,2
3298,名为,2
3299,系列,2
3300,更长,2
3301,偏执,2
3302,演绎,2
3303,现代史,2
3304,历程,2
3305,迷途,2
3306,1967,2
3307,火种,2
3308,惧怕,2
3309,检阅,2
3310,串联,2
3311,精神力量,2
3312,第一代,2
3313,造反派,2
3314,火炭,2
3315,步枪,2
3316,社论,2
3317,红旗,2
3318,一小撮,2
3319,愈演愈烈,2
3320,全国,2
3321,高潮,2
3322,梭标,2
3323,浓缩,2
3324,崇高,2
3325,荣誉,2
3326,化为灰烬,2
3327,胸膛,2
3328,落得,2
3329,欢呼,2
3330,纤小,2
3331,抽走,2
3332,一段距离,2
3333,密集,2
3334,拂去,2
3335,蓝天,2
3336,献身,2
3337,热点,2
3338,遍布,2
3339,大革命,2
3340,无形,2
3341,城市边缘,2
3342,林立,2
3343,错综复杂,2
3344,校园,2
3345,尖锐,2
3346,冲突,2
3347,打死,2
3348,快捷,2
3349,自我,2
3350,半睡眠状,2
3351,惊醒,2
3352,认罪,2
3353,水银,2
3354,构筑,2
3355,损害,2
3356,过度,2
3357,珍稀,2
3358,大会,2
3359,活到,2
3360,分明,2
3361,十字架,2
3362,地写,2
3363,画上,2
3364,稳健,2
3365,青年,2
3366,物理系,2
3367,挟带,2
3368,逼人,2
3369,包围,2
3370,新一轮,2
3371,力学,2
3372,抗拒,2
3373,废话,2
3374,基础课,2
3375,铁板,2
3376,回应,2
3377,天资,2
3378,对付,2
3379,走上台,2
3380,讲课,2
3381,场合,2
3382,教职员工,2
3383,否定,2
3384,本性,2
3385,有限,2
3386,躲过,2
3387,建树,2
3388,后半生,2
3389,许多年,2
3390,知识界,2
3391,普朗克,2
3392,常数,2
3393,主流,2
3394,接纳,2
3395,衣袖,2
3396,出生,2
3397,访问,2
3398,陪同,2
3399,自豪,2
3400,幸福,2
3401,善意,2
3402,l3,2
3403,身旁,2
3404,默默,2
3405,衣衫,2
3406,男孩子,2
3407,劳作,2
3408,事后,2
3409,飞扬,2
3410,坠地,2
3411,残存,2
3412,腰间,2
3413,摇晃,2
3414,站稳,2
3415,继续下去,2
3416,摇摇欲坠,2
3417,公认,2
3418,从容,2
3419,反击,2
3420,马克思主义,2
3421,原则,2
3422,四位,2
3423,两大,2
3424,起源,2
3425,重伤,2
3426,证据,2
3427,骚动,2
3428,十四岁,2
3429,低下,2
3430,信念,2
3431,英勇,2
3432,喊出,2
3433,拉开,2
3434,逃离,2
3435,校工,2
3436,引出,2
3437,散去,2
3438,姿态,2
3439,石化,2
3440,好久,2
3441,失神,2
3442,笑声,2
3443,妈妈,2
3444,闹革命,2
3445,留学,2
3446,剑桥,2
3447,钢琴,2
3448,欧式,2
3449,提起过,2
3450,高跟鞋,2
3451,脖子,2
3452,口红,2
3453,端正,2
3454,干净,2
3455,整齐,2
3456,端坐,2
3457,冰凉,2
3458,安眠药,2
3459,悲伤,2
3460,号子,2
3461,辽阔,2
3462,帝国主义,2
3463,武装,2
3464,血肉,2
3465,共和国,2
3466,垦荒,2
3467,广阔天地,2
3468,牛粪,2
3469,伤口,2
3470,大树,2
3471,剧痛,2
3472,白皙,2
3473,刚到,2
3474,采访,2
3475,难忘,2
3476,这棵,2
3477,年轮,2
3478,最快,2
3479,报道,2
3480,发芽,2
3481,一棵树,2
3482,毛病,2
3483,哑巴,2
3484,自顾自,2
3485,搞破坏,2
3486,透露,2
3487,我刚,2
3488,SILENT,2
3489,SPRING,2
3490,内参,2
3491,平实,2
3492,忧虑,2
3493,抬起头来,2
3494,三十八年,2
3495,愈合,2
3496,滥用,2
3497,描写,2
3498,大自然,2
3499,文化大革命,2
3500,冰山,2
3501,水体,2
3502,实质,2
3503,极小,2
3504,干活儿,2
3505,三结合,2
3506,很远,2
3507,人力,2
3508,架设,2
3509,开辟,2
3510,物资,2
3511,惊起,2
3512,头晕,2
3513,树上,2
3514,冰挂,2
3515,轰轰,2
3516,夜间,2
3517,靠近,2
3518,岗哨,2
3519,上星期,2
3520,开会,2
3521,枕头,2
3522,写得,2
3523,纸上,2
3524,字迹,2
3525,严谨,2
3526,贫瘠,2
3527,黄河,2
3528,理科,2
3529,手抖,2
3530,不住,2
3531,移开,2
3532,用处,2
3533,复课,2
3534,可说,2
3535,安静下来,2
3536,拿来,2
3537,摆手,2
3538,活儿,2
3539,快回去,2
3540,上山,2
3541,后天,2
3542,师部,2
3543,遥望,2
3544,闪着,2
3545,星期,2
3546,冷峻,2
3547,陌生人,2
3548,处境,2
3549,政治部,2
3550,翻到,2
3551,群众,2
3552,牵连,2
3553,枪口,2
3554,诬陷,2
3555,并不知道,2
3556,资本主义,2
3557,下发,2
3558,负有,2
3559,进攻,2
3560,徒劳,2
3561,自信,2
3562,压倒,2
3563,调到,2
3564,出国,2
3565,去世,2
3566,不得而知,2
3567,莫合烟,2
3568,谈过,2
3569,墙角,2
3570,一小堆,2
3571,被子,2
3572,天黑,2
3573,公检法,2
3574,决定权,2
3575,线条,2
3576,让出,2
3577,看守所,2
3578,所长,2
3579,会上,2
3580,一席话,2
3581,那叠,2
3582,小孩儿,2
3583,没少,2
3584,操心,2
3585,法院,2
3586,交往,2
3587,提供者,2
3588,激进,2
3589,谁谁谁,2
3590,猜出,2
3591,各个领域,2
3592,棘手,2
3593,核心人物,2
3594,还会,2
3595,签名,2
3596,证人,2
3597,随行人员,2
3598,案件,2
3599,大方向,2
3600,你别,2
3601,石膏,2
3602,放着,2
3603,提起,2
3604,被褥,2
3605,沉稳,2
3606,湿透,2
3607,不久前,2
3608,恍惚,2
3609,旗手,2
3610,不间断,2
3611,被罩,2
3612,昏睡,2
3613,清醒过来,2
3614,咽下,2
3615,转过,2
3616,大衣,2
3617,舷窗,2
3618,军绿色,2
3619,旋翼,2
3620,题目,2
3621,拿走,2
3622,毕业,2
3623,敏捷,2
3624,不长,2
3625,过多地,2
3626,闭上眼睛,2
3627,交谈,2
3628,反问,2
3629,安心,2
3630,违反常规,2
3631,重点项目,2
3632,风吹,2
3633,尖利,2
3634,这风,2
3635,跟前,2
3636,大圈,2
3637,向前走,2
3638,立功赎罪,2
3639,走远,2
3640,最多,2
3641,十年,2
3642,一下头,2
3643,这道,2
3644,叶文沽,2
3645,匆忙,2
3646,与世隔绝,2
3647,久违,2
3648,下决心,2
3649,两扇,2
3650,站住,2
3651,热气,2
3652,宽敞,2
3653,仪器设备,2
3654,埋没,2
3655,一排排,2
3656,此起彼伏,2
3657,那张,2
3658,卫兵,2
3659,停住,2
3660,和善,2
3661,上火,2
3662,第二炮兵,2
3663,147,2
3664,30,2
3665,序号,2
3666,校核,2
3667,22,2
3668,续传,2
3669,编码,2
3670,功放,2
3671,l5,2
3672,秒钟,2
3673,瘙痒,2
3674,所指,2
3675,幽幽,2
3676,那缕,2
3677,烧毁,2
3678,山下,2
3679,沉寂,2
3680,手掌,2
3681,稀疏,2
3682,武警,2
3683,警服,2
3684,举止,2
3685,皮夹克,2
3686,抽烟,2
3687,对不起,2
3688,不见,2
3689,烟来,2
3690,吸进,2
3691,史队,2
3692,生气,2
3693,粗俗,2
3694,别误会,2
3695,少校,2
3696,三口,2
3697,一帮,2
3698,嫌疑人,2
3699,停职,2
3700,事务,2
3701,近郊,2
3702,安放,2
3703,大屏幕,2
3704,立着,2
3705,临时,2
3706,专家学者,2
3707,职务,2
3708,读出,2
3709,尽力,2
3710,粗鲁,2
3711,开玩笑,2
3712,两截,2
3713,切成,2
3714,两半,2
3715,袋中,2
3716,说得对,2
3717,办过,2
3718,背上,2
3719,这帮,2
3720,情报,2
3721,战区,2
3722,焦点,2
3723,术语,2
3724,新人,2
3725,这倒,2
3726,印证,2
3727,漏掉,2
3728,称呼,2
3729,茶杯,2
3730,前提,2
3731,军事行动,2
3732,成立,2
3733,直到现在,2
3734,顾不了,2
3735,英军,2
3736,听懂,2
3737,中文,2
3738,be,2
3739,梦呓,2
3740,车流,2
3741,草坪,2
3742,高层,2
3743,烟熏,2
3744,调来,2
3745,外表,2
3746,构件,2
3747,一幅幅,2
3748,超导,2
3749,线圈,2
3750,管道,2
3751,野蛮,2
3752,巨怪,2
3753,顶棚,2
3754,粗糙,2
3755,金色,2
3756,投在,2
3757,光照,2
3758,开出,2
3759,一朵,2
3760,投资,2
3761,老家伙,2
3762,钱钟书,2
3763,没能,2
3764,得意,2
3765,沧桑,2
3766,苏醒过来,2
3767,一片空白,2
3768,压低,2
3769,很难说,2
3770,闻名于世,2
3771,桦树皮,2
3772,别无选择,2
3773,联合国教科文组织,2
3774,定为,2
3775,上个世纪,2
3776,前沿,2
3777,邪教,2
3778,这类,2
3779,学术交流,2
3780,交换,2
3781,难受,2
3782,无影无踪,2
3783,克制,2
3784,研讨会,2
3785,国外,2
3786,开阔,2
3787,仅限于,2
3788,天马行空,2
3789,唐突,2
3790,推托,2
3791,耽误,2
3792,谢谢您,2
3793,书呆子,2
3794,不像,2
3795,邮件地址,2
3796,狞笑,2
3797,楼梯,2
3798,道别,2
3799,脾气,2
3800,理解力,2
3801,石器时代,2
3802,握手,2
3803,上车,2
3804,房门,2
3805,宽大,2
3806,很空,2
3807,显眼,2
3808,醉意,2
3809,窗前,2
3810,星辰,2
3811,解脱,2
3812,一块儿,2
3813,自以为是,2
3814,不清,2
3815,来往,2
3816,球桌,2
3817,洞内,2
3818,黑球击,2
3819,人洞,2
3820,烟说,2
3821,桌面,2
3822,迄今为止,2
3823,第五次,2
3824,阿西莫夫,2
3825,杯酒,2
3826,昂贵,2
3827,北美,2
3828,对撞,2
3829,提高,2
3830,加速度,2
3831,补充,2
3832,聪明人,2
3833,中刚,2
3834,执著,2
3835,住在一起,2
3836,汗淼,2
3837,接下,2
3838,带上,2
3839,自行车,2
3840,翻出,2
3841,野草,2
3842,一派,2
3843,摄影家,2
3844,一整天,2
3845,流沙,2
3846,虚幻,2
3847,无规则,2
3848,遮挡,2
3849,短命,2
3850,路边,2
3851,朝阳,2
3852,深不见底,2
3853,缩写,2
3854,神枪手,2
3855,每隔,2
3856,滑动,2
3857,兴致,2
3858,ll99,2
3859,49,2
3860,l8,2
3861,28,2
3862,第七,2
3863,1194,2
3864,37,2
3865,手动,2
3866,自动化,2
3867,老墙,2
3868,无论是,2
3869,附着,2
3870,每组,2
3871,两张,2
3872,一卷,2
3873,三到,2
3874,24,2
3875,装上,2
3876,上镜头,2
3877,老古董,2
3878,塞到,2
3879,绞索,2
3880,身为,2
3881,普及,2
3882,人用,2
3883,18,2
3884,出门,2
3885,死死地,2
3886,一地,2
3887,他闭,2
3888,室内,2
3889,浸湿,2
3890,全身,2
3891,很强,2
3892,射线,2
3893,1186,2
3894,02,2
3895,开门,2
3896,老张,2
3897,柯达,2
3898,三架,2
3899,很感兴趣,2
3900,丢下,2
3901,卧室,2
3902,液晶屏,2
3903,排除,2
3904,那堆,2
3905,挂断,2
3906,一惊,2
3907,精简,2
3908,那团,2
3909,焦虑,2
3910,灯火,2
3911,别墅区,2
3912,痕迹,2
3913,成天,2
3914,在家,2
3915,打个招呼,2
3916,HP,2
3917,那台,2
3918,正要,2
3919,中以,2
3920,中扫,2
3921,那个游戏,2
3922,脱下,2
3923,这令,2
3924,不知情,2
3925,不着边际,2
3926,风格,2
3927,听错,2
3928,转基因,2
3929,旨在,2
3930,回归自然,2
3931,社团,2
3932,中华,2
3933,田园,2
3934,之地,2
3935,已达,2
3936,不计其数,2
3937,病变,2
3938,飞速,2
3939,耗尽,2
3940,保留,2
3941,小区,2
3942,紧贴着,2
3943,开动,2
3944,外勤,2
3945,从梦中,2
3946,烧灼,2
3947,1180,2
3948,天鹅绒,2
3949,沉睡,2
3950,窒息,2
3951,看不清,2
3952,那串,2
3953,同学,2
3954,处方,2
3955,常见,2
3956,李瑶,2
3957,健康,2
3958,精神科,2
3959,1l75,2
3960,一秒,2
3961,十五六岁,2
3962,远程,2
3963,使人,2
3964,航天员,2
3965,空间站,2
3966,太阳活动,2
3967,闪耀,2
3968,墨镜,2
3969,梦游,2
3970,汇集,2
3971,超强度,2
3972,根本无法,2
3973,成分,2
3974,数字模拟,2
3975,传感器,2
3976,急需,2
3977,补偿,2
3978,项目组,2
3979,2l,2
3980,汪总,2
3981,屈服,2
3982,百个,2
3983,监控,2
3984,辛苦,2
3985,号码,2
3986,怒气,2
3987,可耻,2
3988,落人,2
3989,月球,2
3990,力不能及,2
3991,www,2
3992,对照表,2
3993,设法,2
3994,电子邮件,2
3995,封死,2
3996,出路,2
3997,长夜,2
3998,真对不起,2
3999,倾诉,2
4000,保姆,2
4001,提示符,2
4002,娱乐室,2
4003,之际,2
4004,真冷,2
4005,附和,2
4006,木箱,2
4007,八小时,2
4008,颠倒,2
4009,笨重,2
4010,面面相觑,2
4011,注销,2
4012,冒充,2
4013,不算,2
4014,孩童,2
4015,提问,2
4016,黄昏,2
4017,我些,2
4018,青铜剑,2
4019,噼啪,2
4020,散落,2
4021,燃尽,2
4022,半句,2
4023,暖流,2
4024,扑面而来,2
4025,心旷神怡,2
4026,热浪滚滚,2
4027,躲进,2
4028,落山,2
4029,沮丧,2
4030,体内,2
4031,水分,2
4032,排出,2
4033,熔化,2
4034,人形,2
4035,拍了拍,2
4036,上将,2
4037,蘑菇,2
4038,活不下去,2
4039,旅程,2
4040,抵御,2
4041,湖水,2
4042,半小时,2
4043,忍受,2
4044,漫漫长夜,2
4045,显出,2
4046,预示,2
4047,纪元,2
4048,交替,2
4049,天气,2
4050,正午,2
4051,那就是说,2
4052,集体,2
4053,预知,2
4054,长短,2
4055,取决于,2
4056,城镇,2
4057,在我看来,2
4058,献上,2
4059,一座座,2
4060,每座,2
4061,天桥,2
4062,驱动,2
4063,一群群,2
4064,拉动,2
4065,系在,2
4066,钟表,2
4067,守卫,2
4068,徘徊,2
4069,陪伴着,2
4070,山洞,2
4071,新来,2
4072,大神,2
4073,伏曦,2
4074,调味料,2
4075,火上,2
4076,阴阳鱼,2
4077,目眩,2
4078,画出,2
4079,时隐时现,2
4080,王朝,2
4081,组合成,2
4082,计算器,2
4083,咕嘟,2
4084,这段,2
4085,方洞,2
4086,射进,2
4087,数着,2
4088,一百二十,2
4089,投进,2
4090,十五,2
4091,持续时间,2
4092,吻合,2
4093,繁荣,2
4094,拥抱,2
4095,当空,2
4096,微风,2
4097,一同,2
4098,一队,2
4099,扔进,2
4100,舒展,2
4101,人片,2
4102,圆润,2
4103,肉体,2
4104,风和日丽,2
4105,上岸,2
4106,地奔,2
4107,哭喊,2
4108,脑袋,2
4109,老鼠,2
4110,二十个,2
4111,沐浴,2
4112,诸神,2
4113,喧闹,2
4114,迎接,2
4115,无边,2
4116,不屑于,2
4117,冻成,2
4118,丢弃,2
4119,文火,2
4120,十天,2
4121,干冰,2
4122,雪花,2
4123,飞舞,2
4124,大气,2
4125,固态,2
4126,很近,2
4127,头脑,2
4128,别去,2
4129,电子游戏,2
4130,两幅,2
4131,图片,2
4132,庞杂,2
4133,清明上河图,2
4134,关键在于,2
4135,身材,2
4136,菜篮子,2
4137,来意,2
4138,感动,2
4139,风霜,2
4140,楠楠,2
4141,画儿,2
4142,先到,2
4143,提议,2
4144,快乐,2
4145,少年,2
4146,一条条,2
4147,三只,2
4148,古朴,2
4149,较大,2
4150,乌拉草,2
4151,高尚,2
4152,合影,2
4153,小时候,2
4154,无能为力,2
4155,年龄,2
4156,居里夫人,2
4157,源于,2
4158,成就,2
4159,首次,2
4160,宇称,2
4161,守恒定律,2
4162,不同于,2
4163,音乐,2
4164,空前,2
4165,乌鲁木齐,2
4166,北京,2
4167,北大,2
4168,电话号码,2
4169,追问,2
4170,用不着,2
4171,涌起,2
4172,驱车,2
4173,淘汰,2
4174,高精度,2
4175,频谱,2
4176,各向同性,2
4177,局部,2
4178,幅度,2
4179,全宇宙,2
4180,寂寞,2
4181,百分之五,2
4182,密云,2
4183,参观,2
4184,时常,2
4185,亿年,2
4186,玩笑,2
4187,滤掉,2
4188,通信,2
4189,米波,2
4190,综合,2
4191,孔径,2
4192,奥秘,2
4193,造诣,2
4194,九十年代,2
4195,参与者,2
4196,出过,2
4197,聚光灯,2
4198,图案,2
4199,投向,2
4200,冬眠,2
4201,一模一样,2
4202,手忙脚乱,2
4203,插上,2
4204,呼吸声,2
4205,铅笔,2
4206,对照,2
4207,实情,2
4208,怀中,2
4209,7cm,2
4210,科普,2
4211,小玩意儿,2
4212,二十,2
4213,亲眼看到,2
4214,这栋,2
4215,玻璃,2
4216,光度,2
4217,会儿,2
4218,禁锢,2
4219,近处,2
4220,车灯,2
4221,破译,2
4222,涟漪,2
4223,折磨,2
4224,黎明前,2
4225,王府井,2
4226,罗马式,2
4227,巨指,2
4228,指出,2
4229,变小,2
4230,无助,2
4231,捂着脸,2
4232,空空,2
4233,到位,2
4234,来源于,2
4235,敬畏,2
4236,看天,2
4237,没完没了,2
4238,退伍,2
4239,熊样儿,2
4240,邪乎,2
4241,有鬼,2
4242,狗屁,2
4243,捣鬼,2
4244,无法解释,2
4245,我见,2
4246,喝完,2
4247,睡觉,2
4248,西边,2
4249,早上,2
4250,护城河,2
4251,天色,2
4252,那辆,2
4253,我求,2
4254,这行,2
4255,动机,2
4256,报复,2
4257,水库,2
4258,五百万,2
4259,后台,2
4260,科学研究,2
4261,最怕,2
4262,一流,2
4263,干些,2
4264,疑问,2
4265,二十多个,2
4266,总参,2
4267,严实,2
4268,塌下来,2
4269,那太,2
4270,扰乱,2
4271,差别,2
4272,展曦,2
4273,石阶,2
4274,直通,2
4275,齿轮,2
4276,奴隶,2
4277,两千年,2
4278,骷髅,2
4279,胡须,2
4280,天地,2
4281,万物,2
4282,五年,2
4283,夜幕降临,2
4284,东汉,2
4285,小洞,2
4286,洞中,2
4287,透进来,2
4288,透进,2
4289,夹层,2
4290,球内,2
4291,罕见,2
4292,黑云,2
4293,我造,2
4294,流动,2
4295,这球,2
4296,精巧,2
4297,发布,2
4298,红日,2
4299,星罗棋布,2
4300,上落,2
4301,无数只,2
4302,美妙,2
4303,再待,2
4304,已升,2
4305,飘忽不定,2
4306,感兴趣,2
4307,乐趣,2
4308,有利于,2
4309,火把,2
4310,扩展,2
4311,快马,2
4312,让开,2
4313,一大群,2
4314,织成,2
4315,黑子,2
4316,日冕,2
4317,炉膛,2
4318,奇妙,2
4319,正向,2
4320,高高,2
4321,弥散,2
4322,西移,2
4323,苍弯,2
4324,耀眼,2
4325,晚霞,2
4326,虚假,2
4327,纵深,2
4328,倒像,2
4329,单薄,2
4330,躲开,2
4331,困扰,2
4332,无处,2
4333,躲藏,2
4334,采到,2
4335,说些,2
4336,回忆往事,2
4337,12,2
4338,分配,2
4339,浓厚,2
4340,在读,2
4341,积累,2
4342,平庸,2
4343,二炮,2
4344,很差,2
4345,指望,2
4346,却令,2
4347,取消,2
4348,走近,2
4349,存贮器,2
4350,纸带,2
4351,最长,2
4352,过红岸,2
4353,冷漠,2
4354,这块,2
4355,大胆,2
4356,发射机,2
4357,微波炉,2
4358,热效应,2
4359,加热,2
4360,研究所,2
4361,进口,2
4362,外头,2
4363,兆瓦,2
4364,远大于,2
4365,用途,2
4366,解答,2
4367,实战,2
4368,无言,2
4369,悲哀,2
4370,做错,2
4371,确信,2
4372,背影,2
4373,共用,2
4374,液氮,2
4375,软件技术,2
4376,竟能,2
4377,编程,2
4378,不自在,2
4379,适宜,2
4380,权利,2
4381,直视,2
4382,肩上,2
4383,真切,2
4384,泪水,2
4385,已有,2
4386,不许,2
4387,值得注意,2
4388,境内,2
4389,军工企业,2
4390,泄漏,2
4391,黯然,2
4392,请示,2
4393,真实情况,2
4394,不复存在,2
4395,内幕,2
4396,趋势,2
4397,实用技术,2
4398,突变型,2
4399,宇航,2
4400,定义,2
4401,华约,2
4402,集团,2
4403,策略,2
4404,应对,2
4405,列出,2
4406,总和,2
4407,OZMA,2
4408,26,2
4409,1420,2
4410,实施,2
4411,先驱者,2
4412,旅行者,2
4413,总面积,2
4414,最强,2
4415,单向,2
4416,双向,2
4417,已阅,2
4418,绝密,2
4419,副本,2
4420,中国科学院,2
4421,尝试,2
4422,氢原子,2
4423,数约,2
4424,万颗,2
4425,清单,2
4426,附件,2
4427,2800,2
4428,分辨,2
4429,初步设计,2
4430,发送信息,2
4431,确保,2
4432,第一,2
4433,争夺,2
4434,拉向,2
4435,大字报,2
4436,第三,2
4437,致以,2
4438,祝愿,2
4439,丰富多彩,2
4440,珍视,2
4441,偏见,2
4442,生产力,2
4443,生产关系,2
4444,不均,2
4445,贫困,2
4446,苦难,2
4447,致力于,2
4448,近两年,2
4449,拉大,2
4450,社会学,2
4451,比尔,2
4452,马修,2
4453,十万,2
4454,SETI,2
4455,接触符号,2
4456,群体,2
4457,分为,2
4458,蚊子,2
4459,听见,2
4460,运作,2
4461,升级,2
4462,难度,2
4463,管理,2
4464,巨额,2
4465,政工,2
4466,前景,2
4467,老雷,2
4468,遇难,2
4469,可敬,2
4470,纠结,2
4471,哥特式,2
4472,奥林匹斯,2
4473,门洞,2
4474,古希腊,2
4475,长桌,2
4476,格里,2
4477,高利,2
4478,烈日,2
4479,留着,2
4480,思想家,2
4481,检验,2
4482,另一端,2
4483,运动员,2
4484,手套,2
4485,缺乏,2
4486,不以为然,2
4487,受过,2
4488,深厚,2
4489,奇特,2
4490,光学,2
4491,双日,2
4492,十字,2
4493,尸体,2
4494,亚里士多德,2
4495,记下,2
4496,换个,2
4497,到时候,2
4498,特征,2
4499,真理,2
4500,熊熊燃烧,2
4501,已成,2
4502,一大堆,2
4503,门外,2
4504,空荡,2
4505,门廊,2
4506,伸向,2
4507,蓝绿色,2
4508,凌空,2
4509,三轮,2
4510,风扇,2
4511,三日,2
4512,沉到,2
4513,而来,2
4514,地狱之火,2
4515,飞跃,2
4516,重案,2
4517,凌乱,2
4518,地用,2
4519,记录本,2
4520,木然,2
4521,真想,2
4522,笔录,2
4523,不失时机,2
4524,迷迷糊糊,2
4525,成绩,2
4526,写上去,2
4527,教书,2
4528,下课后,2
4529,大意,2
4530,华生,2
4531,上书,2
4532,立体,2
4533,形体,2
4534,区里,2
4535,辅导,2
4536,全是,2
4537,一到,2
4538,南方,2
4539,出家,2
4540,找个,2
4541,省心,2
4542,算了,2
4543,隐隐,2
4544,名利,2
4545,僧人,2
4546,填满,2
4547,世外桃源,2
4548,空无一物,2
4549,落水者,2
4550,引入,2
4551,几片,2
4552,三球,2
4553,经典,2
4554,半生,2
4555,数学方法,2
4556,误解,2
4557,敏感性,2
4558,有害,2
4559,账本,2
4560,工作量,2
4561,和尚,2
4562,烧焦,2
4563,废弃,2
4564,采用,2
4565,香客,2
4566,才行,2
4567,巨型计算机,2
4568,下山,2
4569,专制,2
4570,女人味,2
4571,闲人,2
4572,答应,2
4573,睡不着,2
4574,庙堂,2
4575,一举一动,2
4576,脱离苦海,2
4577,微闭,2
4578,那句,2
4579,恐怖感,2
4580,门去,2
4581,教徒,2
4582,满月,2
4583,阴森,2
4584,干涉,2
4585,使命感,2
4586,状况,2
4587,突破性,2
4588,我用,2
4589,吓死,2
4590,眼光,2
4591,原样,2
4592,搜查,2
4593,手续,2
4594,小徐,2
4595,执行,2
4596,警车,2
4597,追踪,2
4598,地一笑,2
4599,游戏软件,2
4600,斟酌,2
4601,貌似,2
4602,名言,2
4603,一脚,2
4604,鞋底,2
4605,血泊,2
4606,第三颗,2
4607,男同事,2
4608,场面,2
4609,插回,2
4610,环顾四周,2
4611,环保主义者,2
4612,先回去,2
4613,好人,2
4614,人能,2
4615,天天,2
4616,呼啸,2
4617,当啷,2
4618,几步,2
4619,无耻之徒,2
4620,名誉,2
4621,强有力,2
4622,鞠躬,2
4623,同来,2
4624,维纳,2
4625,海盗,2
4626,用人,2
4627,听不懂,2
4628,草孩布孩,2
4629,三干,2
4630,错乱,2
4631,三位,2
4632,凯撒,2
4633,罗马,2
4634,污染,2
4635,泥潭,2
4636,不可自拔,2
4637,体力,2
4638,并不比,2
4639,了不起,2
4640,快得多,2
4641,扫视,2
4642,站成,2
4643,三角形,2
4644,开始运行,2
4645,黑黑,2
4646,奖赏,2
4647,只用,2
4648,有史以来,2
4649,相遇,2
4650,巨毯,2
4651,飞翔,2
4652,惊慌,2
4653,算不了,2
4654,按着,2
4655,剑柄,2
4656,握住,2
4657,后退,2
4658,长空,2
4659,高声,2
4660,回路,2
4661,军团,2
4662,寄存器,2
4663,这部分,2
4664,通道,2
4665,转兵,2
4666,系统总线,2
4667,发紧,2
4668,中部,2
4669,粼粼,2
4670,进度条,2
4671,浪潮,2
4672,激荡,2
4673,整块,2
4674,最为,2
4675,火药,2
4676,高喊,2
4677,门电路,2
4678,热启动,2
4679,故障率,2
4680,措施,2
4681,骑兵,2
4682,二十分钟,2
4683,飞逝,2
4684,寒夜,2
4685,迎来,2
4686,没好气,2
4687,储备,2
4688,饿死,2
4689,许多倍,2
4690,金光,2
4691,气温,2
4692,始终,2
4693,无误,2
4694,发白,2
4695,两手,2
4696,吉兆,2
4697,一挥,2
4698,十几米,2
4699,试着,2
4700,跳上,2
4701,飘离,2
4702,裂缝,2
4703,裂解,2
4704,人体,2
4705,连绵,2
4706,断成两截,2
4707,星云,2
4708,女士,2
4709,中年人,2
4710,组织者,2
4711,人中,2
4712,少见,2
4713,意境,2
4714,短信,2
4715,在座,2
4716,投人,2
4717,二百零三,2
4718,有缘,2
4719,总有一天,2
4720,干燥,2
4721,百名,2
4722,手工,2
4723,花费,2
4724,丑恶,2
4725,揭露,2
4726,血腥,2
4727,西班牙人,2
4728,凶手,2
4729,二位,2
4730,莫扎特,2
4731,熟练,2
4732,台阶,2
4733,流浪,2
4734,零钱,2
4735,月牙,2
4736,美的,2
4737,两只,2
4738,认错,2
4739,和谐,2
4740,信仰,2
4741,不提,2
4742,不堪回首,2
4743,引力摄动,2
4744,总统,2
4745,仪式,2
4746,现代化,2
4747,高塔,2
4748,成堆,2
4749,跨越,2
4750,面貌,2
4751,纪念碑,2
4752,墓碑,2
4753,半空中,2
4754,二百个,2
4755,聊天,2
4756,镜子,2
4757,正像,2
4758,思想体系,2
